,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,delta_mfcc_0,delta_mfcc_1,delta_mfcc_2,delta_mfcc_3,delta_mfcc_4,delta_mfcc_5,delta_mfcc_6,delta_mfcc_7,delta_mfcc_8,delta_mfcc_9,delta_mfcc_10,delta_mfcc_11,delta_mfcc_12,spectral_centroid_mean,chroma_mean_0,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11
10,-504.127685546875,63.352596282958984,-60.9324836730957,-13.47082233428955,-32.72471618652344,1.6800706386566162,-11.727774620056152,-6.960329532623291,-12.397993087768555,-10.68665599822998,-4.387774467468262,-5.539515972137451,2.128046751022339,-0.08103585988283157,-0.0030686461832374334,0.020264219492673874,-0.03480296581983566,-0.037160951644182205,0.03314274176955223,0.035830307751894,0.0076516419649124146,0.010572524741292,0.0139118991792202,0.02569255791604519,-0.027751991525292397,0.009166301228106022,5003.042296215711,0.35303887724876404,0.387965589761734,0.4245367646217346,0.39888373017311096,0.32271501421928406,0.2603359520435333,0.23178869485855103,0.21273273229599,0.2185593545436859,0.28403550386428833,0.3134208917617798,0.3162497282028198
11,-479.4714050292969,56.05265808105469,-59.08977508544922,-19.700204849243164,-40.25263595581055,-1.3343017101287842,-10.570070266723633,-5.668628692626953,-12.636384963989258,-12.74964714050293,-1.4840513467788696,-2.859143018722534,6.359085559844971,-0.4828508198261261,-0.039559558033943176,0.18218468129634857,-0.01859065517783165,0.10133124887943268,-0.03721092641353607,0.010370366275310516,0.0641152635216713,0.0034686692524701357,0.05850917845964432,0.011893225833773613,0.036412112414836884,-0.019948182627558708,5134.079451504179,0.35625019669532776,0.39882680773735046,0.4046231806278229,0.4078294634819031,0.3732980489730835,0.3150385320186615,0.2698255181312561,0.27432501316070557,0.244904562830925,0.2614200711250305,0.25980767607688904,0.2586061656475067
12,-484.1869201660156,54.744876861572266,-67.58064270019531,-13.859888076782227,-42.87376022338867,4.3544440269470215,-8.20592975616455,-14.526359558105469,-14.51109504699707,-6.903297424316406,-0.3558453619480133,-7.7678728103637695,3.6656904220581055,-0.23486340045928955,-0.0035094653721898794,-0.09617135673761368,0.05052672326564789,0.006812448147684336,-0.0589778758585453,0.09040108323097229,-0.0421893447637558,-0.07731807976961136,-0.05226480960845947,0.009113768115639687,-0.010105670429766178,0.0675615593791008,4584.409027993863,0.3840082883834839,0.4551645517349243,0.3352794349193573,0.30443596839904785,0.2796955406665802,0.2770017385482788,0.27220433950424194,0.31495675444602966,0.2870682179927826,0.2294434905052185,0.232651948928833,0.27643486857414246
13,-490.7291564941406,73.53524780273438,-64.93754577636719,-17.768033981323242,-34.77859115600586,-2.3831558227539062,-2.38692045211792,-4.743957042694092,-12.455107688903809,-5.817928791046143,-3.536231517791748,-8.598008155822754,-13.390697479248047,-0.3306751549243927,0.03836933150887489,0.08492376655340195,-0.07586068660020828,-0.030840028077363968,-0.008079247549176216,0.016994955018162727,0.0055784014984965324,0.0017799974884837866,0.021277105435729027,-0.021192600950598717,-0.010506024584174156,-0.020200686529278755,4336.874667362659,0.38947832584381104,0.29729163646698,0.2501735985279083,0.2932877242565155,0.2817521095275879,0.23248149454593658,0.20779559016227722,0.24714091420173645,0.29927384853363037,0.3461764454841614,0.3986993730068207,0.423062264919281
14,-502.2618408203125,55.81724166870117,-51.032535552978516,-14.777276992797852,-36.028560638427734,1.845128059387207,-6.6515350341796875,-8.3732328414917,-13.535140991210938,-7.811744689941406,-1.933372139930725,-4.831579208374023,1.1142820119857788,-0.10669009387493134,0.035820476710796356,0.0717938020825386,0.009130352176725864,0.024928707629442215,0.005961185786873102,-0.010103067383170128,0.01084866002202034,0.0015572910197079182,-0.004718195181339979,0.014742749743163586,0.014640546403825283,-0.016004135832190514,5306.31932355703,0.38130831718444824,0.3674888014793396,0.3553401529788971,0.3910067081451416,0.3796465992927551,0.34666112065315247,0.2759203314781189,0.2617048919200897,0.2573111355304718,0.3085179328918457,0.3417550027370453,0.3579535186290741
15,-553.8859252929688,72.07406616210938,-47.1630744934082,-18.976787567138672,-22.59803009033203,-7.038943290710449,-6.175506591796875,-6.200212001800537,-6.337636470794678,-4.443606376647949,-5.863499641418457,-2.680464744567871,-3.6800222396850586,-0.26476559042930603,0.09438875317573547,0.06288426369428635,-0.03383909538388252,-0.060954101383686066,0.04179942607879639,0.10656756162643433,-0.05074644461274147,0.032408662140369415,0.005111719481647015,0.06006814166903496,0.043532997369766235,0.056586675345897675,4743.5822572879515,0.32852327823638916,0.3139486312866211,0.2963762879371643,0.3496648967266083,0.4568811058998108,0.39744168519973755,0.3355410099029541,0.35980337858200073,0.38227441906929016,0.3440384864807129,0.39400801062583923,0.3912402391433716
16,-502.801513671875,65.42308807373047,-58.23738098144531,-15.093478202819824,-35.108158111572266,2.6505002975463867,-5.034882068634033,-7.684845447540283,-13.522046089172363,-3.69046950340271,-1.0731043815612793,-7.472290515899658,-0.2516460120677948,-0.2341449111700058,0.01796814799308777,-0.06795988231897354,0.03099329210817814,0.19177763164043427,0.03233446925878525,-0.08003605902194977,0.008522169664502144,0.024772221222519875,-0.007220722734928131,0.0015090849483385682,0.03366965800523758,0.004667267668992281,4894.041079765609,0.3879075348377228,0.4252721965312958,0.352376788854599,0.3194420039653778,0.36858153343200684,0.35095638036727905,0.3413379490375519,0.2891600728034973,0.3043705224990845,0.28196626901626587,0.32890623807907104,0.37018102407455444
17,-521.6380615234375,68.53594207763672,-57.09465789794922,-14.615053176879883,-28.37578773498535,-0.692595899105072,-10.306978225708008,-5.978704452514648,-10.043583869934082,-8.954724311828613,-5.308227062225342,-5.943937301635742,-1.7773021459579468,-0.02737068198621273,0.10951434075832367,-0.013817434199154377,0.0773138627409935,-0.014824673533439636,0.004930044058710337,-0.007001300808042288,-0.026741212233901024,-0.004404709208756685,0.022005828097462654,-0.008235204964876175,-0.025346525013446808,-0.01841433346271515,4906.53466869078,0.4008465111255646,0.37357985973358154,0.3426036834716797,0.4238901436328888,0.42512473464012146,0.38463085889816284,0.2999536991119385,0.2859255075454712,0.2726706862449646,0.362460732460022,0.41547250747680664,0.37656745314598083
18,-533.4737548828125,72.88504791259766,-56.07394790649414,-21.209579467773438,-34.06339645385742,-2.2058959007263184,-3.0043833255767822,-8.911799430847168,-14.346332550048828,-1.5727102756500244,-2.378437042236328,-11.73453140258789,-6.392291069030762,-0.15870709717273712,-0.08763736486434937,0.18006135523319244,0.12724046409130096,-0.09947768598794937,-0.014714219607412815,0.13917042315006256,-0.005410917103290558,0.05774246156215668,0.09686091542243958,-0.004466801881790161,-0.03406815603375435,0.06546667218208313,4941.446499351666,0.31913280487060547,0.30863580107688904,0.257704496383667,0.31666725873947144,0.39264971017837524,0.3378625512123108,0.24264474213123322,0.20883391797542572,0.27532070875167847,0.4604131579399109,0.4784447252750397,0.3590714633464813
19,-488.41778564453125,73.56192016601562,-70.26558685302734,-20.733928680419922,-34.85646438598633,1.8887637853622437,-5.086825847625732,-12.130705833435059,-16.459518432617188,-5.83064079284668,-4.412553310394287,-9.87950611114502,-3.4541146755218506,-0.2324182391166687,0.2910219132900238,-0.16370165348052979,-0.0599064938724041,0.15951526165008545,-0.11144131422042847,-0.04268616437911987,-0.03015093319118023,0.06251522898674011,-0.009380924515426159,0.006786988116800785,-0.0012002830626443028,-0.02832263708114624,4555.765372690851,0.3774007260799408,0.3630923628807068,0.30152198672294617,0.29807770252227783,0.35559067130088806,0.3678719997406006,0.3103076219558716,0.24055947363376617,0.25543755292892456,0.29674938321113586,0.3736392557621002,0.37033015489578247
20,-536.5543212890625,63.83002853393555,-66.873779296875,-13.399744987487793,-41.269832611083984,-8.14588451385498,-4.729622840881348,-8.906116485595703,-6.070738315582275,9.845268249511719,-0.3469393253326416,-2.0386271476745605,-9.007977485656738,-0.6882988810539246,0.1781037151813507,0.17414093017578125,-0.20333519577980042,0.01682751439511776,-0.010230885818600655,0.15277010202407837,-0.0408296100795269,-0.010733033530414104,-0.05658285692334175,-0.0181571077555418,-0.044707294553518295,-0.02855931594967842,4434.288082198368,0.22038598358631134,0.19089588522911072,0.21658211946487427,0.22392404079437256,0.23099687695503235,0.23840348422527313,0.2155570536851883,0.29993605613708496,0.4543536603450775,0.4852975308895111,0.48316869139671326,0.3429436981678009
21,-522.2304077148438,64.73666381835938,-63.25441360473633,-24.05946159362793,-41.947425842285156,-1.199326992034912,-1.9659504890441895,-8.545734405517578,-15.91795539855957,-8.420149803161621,-2.835318088531494,-12.316841125488281,-16.72488021850586,-0.34079521894454956,0.01276187039911747,0.3058493435382843,-0.10655530542135239,0.20145030319690704,-0.2011195868253708,0.04022571071982384,0.0968298465013504,-0.02848055213689804,0.0585230253636837,0.05758843570947647,0.03555997088551521,0.04138208553195,4763.62376740768,0.36910831928253174,0.3476567268371582,0.27291542291641235,0.25561442971229553,0.3096310496330261,0.2755542993545532,0.17040617763996124,0.18597999215126038,0.3220727741718292,0.3554612100124359,0.4050455391407013,0.34480366110801697
22,-494.4844055175781,64.01774597167969,-63.61029815673828,-25.533601760864258,-33.96486282348633,0.9812646508216858,-1.001447319984436,-15.514395713806152,-11.887913703918457,-0.42506229877471924,-8.646214485168457,-10.697046279907227,-3.610968828201294,-0.14081092178821564,-0.0023416064213961363,0.004651480354368687,-0.05253982171416283,-0.03499305620789528,0.0056553673930466175,0.0007376899011433125,0.02239973284304142,0.07805342227220535,-0.0674830824136734,-0.023346422240138054,0.009059420786798,-0.05513106659054756,5071.625191435277,0.3865727186203003,0.3182414174079895,0.3033568561077118,0.28477543592453003,0.3261578381061554,0.3520652651786804,0.2685380280017853,0.2513682246208191,0.33698025345802307,0.32789769768714905,0.43285199999809265,0.4254348874092102
23,-548.0570678710938,62.38429641723633,-52.45620346069336,-24.114604949951172,-26.033252716064453,-0.13445013761520386,-5.592995643615723,-7.553856372833252,-13.518714904785156,-3.4104020595550537,-2.7065789699554443,-12.184584617614746,-4.474398612976074,-0.20644162595272064,0.28836777806282043,-0.22702182829380035,-0.026690954342484474,0.031215421855449677,0.08717483282089233,0.012884346768260002,-0.04858767241239548,0.026241851970553398,-0.028547389432787895,0.012560500763356686,0.00920066237449646,0.03457845747470856,5227.230901715197,0.4509904980659485,0.44339218735694885,0.43741586804389954,0.3802764415740967,0.4328533709049225,0.408004492521286,0.32343244552612305,0.2817230522632599,0.3111858069896698,0.31626179814338684,0.40541157126426697,0.4413277506828308
24,-513.6636352539062,77.89877319335938,-70.24495697021484,-20.113325119018555,-30.570940017700195,-0.41623109579086304,-7.050776958465576,-12.103290557861328,-8.532731056213379,-1.3574800491333008,-5.2568817138671875,-8.707822799682617,-12.997851371765137,-0.520514190196991,0.08674833178520203,0.0863160640001297,0.015749450773000717,0.18892580270767212,-0.02401900291442871,-0.03969733789563179,-0.0036030078772455454,0.03892601653933525,-0.08956346660852432,0.015190762467682362,0.06472475081682205,-0.006033175624907017,3977.2076907938977,0.3310033977031708,0.28865334391593933,0.3080936372280121,0.2765594720840454,0.3040746748447418,0.2554096281528473,0.18323484063148499,0.16317270696163177,0.26278942823410034,0.35205748677253723,0.4313131868839264,0.39257141947746277
25,-513.1939086914062,66.79615020751953,-48.2321662902832,-12.084497451782227,-33.30133819580078,-3.0005078315734863,-9.736038208007812,-7.629925727844238,-9.95759105682373,-6.376413822174072,-6.098431587219238,-8.97227668762207,-3.972728729248047,-0.055783092975616455,0.12527112662792206,-0.12349250167608261,-0.045446764677762985,0.21981415152549744,0.010480926372110844,-0.027320576831698418,0.011066161096096039,-0.06004062294960022,-0.0051153963431715965,-0.043268729001283646,-0.04183925688266754,-0.1644863337278366,4972.090428006382,0.39129701256752014,0.36142203211784363,0.3233646750450134,0.33417731523513794,0.3015488088130951,0.23194542527198792,0.18840640783309937,0.17416691780090332,0.21573805809020996,0.2461719959974289,0.33639752864837646,0.3799010217189789
26,-491.0440979003906,57.06760025024414,-59.902198791503906,-16.5224666595459,-34.478981018066406,-1.66489839553833,-8.802229881286621,-8.019708633422852,-11.983447074890137,-2.7898495197296143,-0.37056446075439453,-3.3957693576812744,-5.4962592124938965,-0.07895639538764954,-0.12271060794591904,-0.01757185161113739,0.001592516084201634,-0.036446213722229004,0.023829719051718712,0.024204090237617493,0.016822820529341698,0.04918806254863739,0.025642532855272293,-0.02669091522693634,0.001924689975567162,-0.060329630970954895,4897.08477857,0.42976731061935425,0.4261970818042755,0.3591631054878235,0.3353114426136017,0.3248489797115326,0.286510169506073,0.2819363474845886,0.33807116746902466,0.3321590721607208,0.3557977080345154,0.38715365529060364,0.3673812448978424
27,-450.8675231933594,61.689876556396484,-60.28178405761719,-13.78334903717041,-29.433000564575195,-3.47001314163208,-5.865087509155273,-6.979394912719727,-10.969844818115234,-4.640075206756592,-0.20662394165992737,-3.734163761138916,-2.641541004180908,-0.43927597999572754,-0.03810299187898636,0.030891291797161102,0.04687226191163063,0.08876945823431015,-0.004378803540021181,-0.019018203020095825,-0.0002870439784601331,0.04994067922234535,0.028483716771006584,-0.008715137839317322,0.044545892626047134,-0.024362916126847267,4722.13385849817,0.42043066024780273,0.3530389368534088,0.3256241977214813,0.3206709325313568,0.3449166417121887,0.32556235790252686,0.33179599046707153,0.38999229669570923,0.31661006808280945,0.3025849163532257,0.3328413963317871,0.37703844904899597
28,-503.5086364746094,57.70397186279297,-57.859519958496094,-19.179210662841797,-30.529117584228516,-2.287034511566162,-10.83973503112793,-6.653485298156738,-12.72747802734375,1.9832818508148193,2.468324661254883,-1.0697168111801147,-3.9532296657562256,-0.10927766561508179,0.018718160688877106,0.011913683265447617,-0.00446161488071084,0.051661647856235504,-0.06287220865488052,0.02023983746767044,-0.005263932514935732,-0.09014133363962173,0.023873034864664078,-0.00818855594843626,-0.009127415716648102,0.013536356389522552,5093.265636842064,0.407503217458725,0.3776659667491913,0.35344526171684265,0.28468745946884155,0.2940458059310913,0.324886679649353,0.3118583858013153,0.4013425409793854,0.3657912015914917,0.3380677402019501,0.3678593337535858,0.378894180059433
29,-523.6027221679688,60.3796501159668,-64.30355834960938,-16.240507125854492,-30.850313186645508,-0.40791556239128113,-13.30639934539795,-4.460331916809082,-9.093425750732422,-5.000266075134277,0.4392441511154175,-2.4061946868896484,-1.4787636995315552,-0.27781546115875244,0.03483669087290764,0.15197937190532684,-0.06828446686267853,-0.003451741300523281,0.007544460240751505,0.021222038194537163,-0.0019226736621931195,-0.006695866119116545,-0.0027803934644907713,0.004840552806854248,-0.028579004108905792,-0.00802189577370882,4736.696743129594,0.3436927795410156,0.3576960861682892,0.34954580664634705,0.33480530977249146,0.3348788619041443,0.3057692348957062,0.30620259046554565,0.33886587619781494,0.3449620306491852,0.3322159945964813,0.36503124237060547,0.35524946451187134
30,-541.8098754882812,51.769107818603516,-57.67319107055664,-24.688457489013672,-29.945566177368164,-5.0760579109191895,-7.204147815704346,-10.543721199035645,-9.10789966583252,-3.032158613204956,0.787481963634491,-2.490135908126831,-1.999542474746704,-0.11507626622915268,-0.02338346652686596,0.06646806001663208,-0.045729171484708786,-0.0493200309574604,0.0028498307801783085,0.05576498061418533,0.015268892049789429,-0.006262130104005337,0.03270966187119484,-0.010075364261865616,-0.015991991385817528,-0.038569774478673935,4526.058782373817,0.35106590390205383,0.3599610924720764,0.34709808230400085,0.3297763764858246,0.315838485956192,0.27647995948791504,0.25710901618003845,0.31444889307022095,0.3343100845813751,0.34530746936798096,0.32417529821395874,0.3037145733833313
31,-567.82861328125,73.93560791015625,-62.8882942199707,-19.364822387695312,-27.78338050842285,-7.75413703918457,2.340819835662842,-5.369497776031494,-24.241596221923828,-2.193300485610962,-2.1811811923980713,-7.827038764953613,-7.407279014587402,-0.4521663784980774,0.03761913254857063,0.12054510414600372,0.0805276408791542,-0.06770215928554535,-0.030121520161628723,0.11599571257829666,-0.05072294548153877,-0.03893398493528366,0.04377252608537674,0.01474873349070549,-0.02555021643638611,0.03130768612027168,4736.074950576427,0.35576605796813965,0.3999251127243042,0.385035902261734,0.4124370217323303,0.3513856828212738,0.3020615875720978,0.36217355728149414,0.39941030740737915,0.3612830936908722,0.3135770261287689,0.35268744826316833,0.33036309480667114
32,-581.1719360351562,53.97159957885742,-55.05813980102539,-22.357154846191406,-29.503459930419922,-0.16431939601898193,1.1031606197357178,-8.85499382019043,-14.129328727722168,-4.226907730102539,-2.6893625259399414,-8.125273704528809,-5.866212844848633,-0.42958009243011475,0.06054552644491196,-0.007547162938863039,0.06292570382356644,0.12112535536289215,-0.04063098132610321,0.008239882066845894,-0.009515464305877686,-0.08437343686819077,-0.003068897407501936,-0.002659736666828394,-0.052600763738155365,-0.008780614472925663,5395.622862701664,0.38624250888824463,0.37782904505729675,0.3453299105167389,0.393106073141098,0.39878585934638977,0.34259793162345886,0.3449585437774658,0.29881277680397034,0.2983388602733612,0.305154949426651,0.4010264575481415,0.41624879837036133
33,-524.7626342773438,74.91156005859375,-45.88520050048828,-16.823381423950195,-29.4755859375,-4.939553737640381,-11.253877639770508,-6.68457555770874,-4.960619926452637,-7.771190643310547,-4.60410737991333,-10.77090072631836,-7.735147953033447,-0.23987255990505219,-0.06754918396472931,0.29252585768699646,0.02997549995779991,-0.04550839960575104,-0.03312061354517937,0.04186122491955757,-0.033262211829423904,-0.00375386793166399,-8.215456182369962e-05,0.05090399831533432,0.06329420208930969,-0.02022390440106392,5222.989840533607,0.41793161630630493,0.362398236989975,0.3330688178539276,0.30478808283805847,0.2801463007926941,0.24210666120052338,0.24367694556713104,0.3180208206176758,0.30105307698249817,0.36674970388412476,0.4321463704109192,0.4127030372619629
34,-534.8619384765625,77.02167510986328,-54.67531967163086,-12.685355186462402,-37.041542053222656,2.156041145324707,-10.366904258728027,-6.1305413246154785,-11.932175636291504,-9.403855323791504,-4.347237586975098,-7.591495990753174,-4.113299369812012,0.04862277954816818,-0.11803586781024933,-0.18043860793113708,-0.05449531599879265,0.0783415138721466,0.003572313580662012,-0.06603530049324036,0.051751453429460526,0.03045179881155491,0.02244178205728531,-0.004951076582074165,0.02479196898639202,-0.013040217570960522,4746.328763014767,0.3715023100376129,0.3565715551376343,0.34390512108802795,0.36220884323120117,0.3722366988658905,0.3771883547306061,0.3843652606010437,0.3393107056617737,0.3156827986240387,0.31639909744262695,0.38347911834716797,0.39830711483955383
35,-558.073974609375,54.298988342285156,-47.51596450805664,-14.063879013061523,-25.002479553222656,-6.3594069480896,-9.37633228302002,-11.923487663269043,-13.078495979309082,-2.4405195713043213,-7.0833234786987305,-9.291108131408691,-4.898965358734131,0.17777733504772186,0.03612399473786354,0.06346442550420761,0.07701990008354187,0.010501880198717117,-0.031421612948179245,0.036866672337055206,-0.024218369275331497,0.009220918640494347,0.12939457595348358,0.012866457924246788,0.015568417496979237,-0.06938863545656204,4461.057794610225,0.36250945925712585,0.31280210614204407,0.27056658267974854,0.3029369115829468,0.3551976978778839,0.3410441279411316,0.2919617295265198,0.2799919545650482,0.3562827408313751,0.34231117367744446,0.43708980083465576,0.4281924366950989
36,-590.9254150390625,76.71610260009766,-57.717777252197266,-16.375192642211914,-31.385828018188477,2.005638360977173,-10.25617790222168,-7.568355560302734,-7.253490447998047,-11.36831283569336,-4.657444000244141,-5.584412097930908,-5.760781288146973,-0.3611735999584198,0.2987372577190399,0.02768934890627861,-0.041069019585847855,-0.04115064814686775,-0.02978203445672989,0.13950510323047638,-0.05431749299168587,0.0108035271987319,0.0025528843980282545,-0.020974265411496162,-0.015449478290975094,0.02084421180188656,4576.563032430065,0.29180142283439636,0.3132471442222595,0.26020434498786926,0.2772679030895233,0.3741706311702728,0.3911127746105194,0.35000738501548767,0.3792772889137268,0.41753309965133667,0.428629070520401,0.41960811614990234,0.3572838604450226
