,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,lpc_0,lpc_1,lpc_2,lpc_3,lpc_4,lpc_5,lpc_6,lpc_7,lpc_8,lpc_9,lpc_10,lpc_11,lpc_12,pitch_mean,spectral_contrast_0,spectral_contrast_1,spectral_contrast_2,spectral_contrast_3,spectral_contrast_4,spectral_contrast_5,spectral_contrast_6
20,-536.5543212890625,63.83002853393555,-66.873779296875,-13.399744987487793,-41.269832611083984,-8.14588451385498,-4.729622840881348,-8.906116485595703,-6.070738315582275,9.845268249511719,-0.3469393253326416,-2.0386271476745605,-9.007977485656738,1.0,-2.0062479972839355,1.6470149755477905,-0.7282013893127441,0.25179001688957214,-0.11128555238246918,0.1209007129073143,-0.28231561183929443,0.4165388345718384,-0.39416441321372986,0.36549341678619385,-0.34432220458984375,0.2908458709716797,-0.1117251068353653,1911.46826171875,10.288656059861202,9.21780601978164,15.468052390947594,18.954900714417736,19.713834661430944,18.737211187043876,46.06913937269091
21,-522.2304077148438,64.73666381835938,-63.25441360473633,-24.05946159362793,-41.947425842285156,-1.199326992034912,-1.9659504890441895,-8.545734405517578,-15.91795539855957,-8.420149803161621,-2.835318088531494,-12.316841125488281,-16.72488021850586,1.0,-1.6243460178375244,0.8520625829696655,-0.12286464124917984,0.04772307351231575,-0.30575013160705566,0.42120733857154846,-0.2907002866268158,0.34579843282699585,-0.35432112216949463,0.2781296372413635,-0.3115391135215759,0.34691447019577026,-0.12077048420906067,1741.3267822265625,9.896309692429066,10.23423673602806,17.816461271103066,19.978495079339122,22.36704428024969,19.55756405139336,45.11872617530344
22,-494.4844055175781,64.01774597167969,-63.61029815673828,-25.533601760864258,-33.96486282348633,0.9812646508216858,-1.001447319984436,-15.514395713806152,-11.887913703918457,-0.42506229877471924,-8.646214485168457,-10.697046279907227,-3.610968828201294,1.0,-1.569083333015442,0.827923595905304,-0.1711505651473999,0.17691834270954132,-0.32227644324302673,0.25835397839546204,-0.20875908434391022,0.26452770829200745,-0.271633505821228,0.4188404679298401,-0.3590272068977356,0.21468977630138397,-0.055507510900497437,1764.607177734375,9.282580507405644,9.378979387063504,16.101263998846918,18.047823721048893,19.153631449569104,18.101793240007883,44.28042719342428
23,-548.0570678710938,62.38429641723633,-52.45620346069336,-24.114604949951172,-26.033252716064453,-0.13445013761520386,-5.592995643615723,-7.553856372833252,-13.518714904785156,-3.4104020595550537,-2.7065789699554443,-12.184584617614746,-4.474398612976074,1.0,-1.6708799600601196,1.0792908668518066,-0.5247378945350647,0.38220691680908203,-0.3606419861316681,0.5184739232063293,-0.5298007726669312,0.3795904517173767,-0.27958840131759644,0.30827292799949646,-0.3007703721523285,0.3226020932197571,-0.1288066804409027,1884.4725341796875,9.913343980794108,8.784585949668323,15.70209538542957,17.248794736836885,18.524066995680535,18.2183941232536,43.33274397997511
24,-513.6636352539062,77.89877319335938,-70.24495697021484,-20.113325119018555,-30.570940017700195,-0.41623109579086304,-7.050776958465576,-12.103290557861328,-8.532731056213379,-1.3574800491333008,-5.2568817138671875,-8.707822799682617,-12.997851371765137,1.0,-2.1079697608947754,1.7205052375793457,-0.9067389369010925,0.9764427542686462,-1.2369438409805298,0.9636597037315369,-0.4575974941253662,0.4179205298423767,-0.5724065899848938,0.5025002956390381,-0.30872833728790283,0.182782381772995,-0.0648813247680664,1837.862060546875,9.591197853708369,9.208051004192809,16.478409793233727,18.47466667158463,19.647321766921547,18.526641346590043,44.841989034912125
25,-513.1939086914062,66.79615020751953,-48.2321662902832,-12.084497451782227,-33.30133819580078,-3.0005078315734863,-9.736038208007812,-7.629925727844238,-9.95759105682373,-6.376413822174072,-6.098431587219238,-8.97227668762207,-3.972728729248047,1.0,-1.7069838047027588,1.1829994916915894,-0.4776320457458496,0.16554465889930725,-0.26303330063819885,0.41217586398124695,-0.42100268602371216,0.3789570927619934,-0.2846699059009552,0.34174612164497375,-0.3397905230522156,0.24910567700862885,-0.07926967740058899,1796.90283203125,8.909149447195501,8.268662976274134,18.05484392120509,19.671234501093792,18.924030251782828,18.609060316374382,44.49282757510113
26,-491.0440979003906,57.06760025024414,-59.902198791503906,-16.5224666595459,-34.478981018066406,-1.66489839553833,-8.802229881286621,-8.019708633422852,-11.983447074890137,-2.7898495197296143,-0.37056446075439453,-3.3957693576812744,-5.4962592124938965,1.0,-2.053179979324341,1.8563791513442993,-1.2188125848770142,0.9100826978683472,-0.7689706683158875,0.6991057395935059,-0.5720869898796082,0.49687477946281433,-0.5289937257766724,0.5206038355827332,-0.4111887216567993,0.32465970516204834,-0.12393130362033844,1926.6182861328125,10.00241234431306,7.727860106113139,16.97287802461552,18.4973629318848,18.739725305887124,17.943111073298102,45.318575828885635
27,-450.8675231933594,61.689876556396484,-60.28178405761719,-13.78334903717041,-29.433000564575195,-3.47001314163208,-5.865087509155273,-6.979394912719727,-10.969844818115234,-4.640075206756592,-0.20662394165992737,-3.734163761138916,-2.641541004180908,1.0,-2.007434129714966,1.7808548212051392,-1.012068748474121,0.4678591191768646,-0.22161003947257996,0.30059897899627686,-0.42542561888694763,0.5577147603034973,-0.5619065165519714,0.4589415192604065,-0.37832021713256836,0.3113992512226105,-0.10425852239131927,1876.416259765625,9.465723275342864,8.265983607814007,15.941564901630489,18.70925626011683,19.37668131262821,18.71204448731367,45.17838987802933
28,-503.5086364746094,57.70397186279297,-57.859519958496094,-19.179210662841797,-30.529117584228516,-2.287034511566162,-10.83973503112793,-6.653485298156738,-12.72747802734375,1.9832818508148193,2.468324661254883,-1.0697168111801147,-3.9532296657562256,1.0,-1.6940699815750122,1.0583837032318115,-0.5040124654769897,0.32952508330345154,-0.18689487874507904,0.1951589584350586,-0.19736823439598083,0.26973649859428406,-0.28155845403671265,0.2979356646537781,-0.35807281732559204,0.30051422119140625,-0.08378130197525024,1913.793701171875,9.714547012763553,8.186493356513601,16.401983189573603,18.232630400659794,19.149565173921236,18.33953497919943,44.02730498374618
29,-523.6027221679688,60.3796501159668,-64.30355834960938,-16.240507125854492,-30.850313186645508,-0.40791556239128113,-13.30639934539795,-4.460331916809082,-9.093425750732422,-5.000266075134277,0.4392441511154175,-2.4061946868896484,-1.4787636995315552,1.0,-1.9157339334487915,1.442582607269287,-0.641789436340332,0.2464243471622467,-0.10065361112356186,0.29661011695861816,-0.41113728284835815,0.3891841173171997,-0.37544435262680054,0.36391595005989075,-0.3092985153198242,0.20791834592819214,-0.03692689910531044,1955.3985595703125,10.357874692982335,8.412445749173731,17.197002150349064,19.364355214983892,19.123476148512097,18.87190287569827,45.68106648601856
30,-541.8098754882812,51.769107818603516,-57.67319107055664,-24.688457489013672,-29.945566177368164,-5.0760579109191895,-7.204147815704346,-10.543721199035645,-9.10789966583252,-3.032158613204956,0.787481963634491,-2.490135908126831,-1.999542474746704,1.0,-2.1548779010772705,2.058814764022827,-1.2719244956970215,0.8021031618118286,-0.696937620639801,0.7592237591743469,-0.7368131279945374,0.6375985145568848,-0.5518373250961304,0.5871791243553162,-0.47095951437950134,0.24198442697525024,-0.04550546035170555,1896.09765625,10.314219667289052,8.658293009041971,17.337880738431824,19.101432317863058,19.737162114269534,18.541323959351303,45.74387992532327
31,-567.82861328125,73.93560791015625,-62.8882942199707,-19.364822387695312,-27.78338050842285,-7.75413703918457,2.340819835662842,-5.369497776031494,-24.241596221923828,-2.193300485610962,-2.1811811923980713,-7.827038764953613,-7.407279014587402,1.0,-1.6566349267959595,1.0753226280212402,-0.6097476482391357,0.6586601734161377,-0.3929654061794281,0.1854969561100006,-0.2999764680862427,0.4053710401058197,-0.2827383279800415,0.12795297801494598,-0.07011783123016357,0.06668578833341599,0.04943720996379852,1800.82958984375,9.242651389161892,11.466833401581685,15.202416425762397,16.86219528532899,18.566791381206333,18.952847182712976,42.48931981041648
32,-581.1719360351562,53.97159957885742,-55.05813980102539,-22.357154846191406,-29.503459930419922,-0.16431939601898193,1.1031606197357178,-8.85499382019043,-14.129328727722168,-4.226907730102539,-2.6893625259399414,-8.125273704528809,-5.866212844848633,1.0,-1.7644175291061401,1.2085936069488525,-0.43016085028648376,0.150259330868721,-0.17352983355522156,0.2925110161304474,-0.3995591104030609,0.4439185559749603,-0.3524819016456604,0.33462125062942505,-0.30772531032562256,0.2705804109573364,-0.08061479777097702,1846.519287109375,10.396373491859066,9.20019859201826,15.881764891316148,17.444583777746864,18.72279737933791,18.918585117372444,44.46363388807931
33,-524.7626342773438,74.91156005859375,-45.88520050048828,-16.823381423950195,-29.4755859375,-4.939553737640381,-11.253877639770508,-6.68457555770874,-4.960619926452637,-7.771190643310547,-4.60410737991333,-10.77090072631836,-7.735147953033447,1.0,-1.2660393714904785,0.18358679115772247,0.2498684525489807,-0.0974193587899208,-0.09552912414073944,0.23868858814239502,-0.06635737419128418,0.11814109236001968,-0.2292136549949646,0.19080795347690582,-0.17307497560977936,0.15727102756500244,-0.038751039654016495,1804.41455078125,9.247409207250517,8.96808249850075,15.64527946513743,18.448234381701646,17.24422611890994,17.91229714837356,42.61044684232723
34,-534.8619384765625,77.02167510986328,-54.67531967163086,-12.685355186462402,-37.041542053222656,2.156041145324707,-10.366904258728027,-6.1305413246154785,-11.932175636291504,-9.403855323791504,-4.347237586975098,-7.591495990753174,-4.113299369812012,1.0,-1.6748168468475342,1.259621262550354,-0.7917460799217224,0.3758818209171295,-0.03318828344345093,0.021960945799946785,-0.0020221818704158068,0.09942895919084549,-0.23245733976364136,0.3496902287006378,-0.3290611803531647,0.18106408417224884,-0.0022546963300555944,1796.9842529296875,10.453328358625155,8.668397408250273,14.496939467794341,17.980339156010142,17.77894283965702,17.790810756497677,44.03537669686968
35,-558.073974609375,54.298988342285156,-47.51596450805664,-14.063879013061523,-25.002479553222656,-6.3594069480896,-9.37633228302002,-11.923487663269043,-13.078495979309082,-2.4405195713043213,-7.0833234786987305,-9.291108131408691,-4.898965358734131,1.0,-1.9684637784957886,2.030846118927002,-1.513077974319458,0.9310328960418701,-0.4204476475715637,0.17593447864055634,-0.5297366976737976,0.8326541781425476,-0.8422131538391113,0.9429493546485901,-0.8886830806732178,0.5451151132583618,-0.08401770144701004,1925.87255859375,10.365184623704451,9.500130340419858,18.148842645503294,17.430205626473136,17.53588235574135,18.24772269006005,44.27268460782674
36,-590.9254150390625,76.71610260009766,-57.717777252197266,-16.375192642211914,-31.385828018188477,2.005638360977173,-10.25617790222168,-7.568355560302734,-7.253490447998047,-11.36831283569336,-4.657444000244141,-5.584412097930908,-5.760781288146973,1.0,-1.676073431968689,1.2461752891540527,-0.7547454833984375,0.3831363320350647,-0.2146008014678955,0.173691526055336,-0.03339291736483574,0.14160826802253723,-0.255158007144928,0.2975115180015564,-0.3066369295120239,0.12442512810230255,0.054128117859363556,1890.717041015625,10.589498874566992,10.056001936658689,16.850782539944547,18.25226125533683,18.43807004224706,18.148353085042984,43.15250806436841
37,-565.1360473632812,66.50528717041016,-61.86412048339844,-19.19652557373047,-32.70576477050781,-4.604152679443359,-8.537103652954102,-7.615660190582275,-8.566821098327637,-7.8133955001831055,-6.033830642700195,-6.86744499206543,-8.91591739654541,1.0,-1.6091856956481934,0.8204312920570374,-0.12687590718269348,0.09629327803850174,-0.2022067904472351,0.21742130815982819,-0.14270667731761932,0.24060119688510895,-0.2632041573524475,0.25114792585372925,-0.2724322974681854,0.19730515778064728,-0.035430748015642166,1927.50439453125,10.624040788374598,9.525374912229408,16.0001132719683,17.849056382657825,17.638477674837652,17.834837055291015,43.911558809893265
38,-554.5166625976562,61.74167251586914,-61.511512756347656,-17.34587287902832,-40.41183090209961,-4.1895575523376465,-10.988677978515625,-7.341885566711426,-10.964704513549805,-11.96849250793457,-5.307203769683838,-7.80081844329834,-8.439204216003418,1.0,-1.4707287549972534,0.6809133887290955,-0.0224151611328125,-0.11264610290527344,-0.052037883549928665,0.10919797420501709,-0.10255107283592224,0.2068423330783844,-0.19295808672904968,0.20713725686073303,-0.23327162861824036,0.21895506978034973,-0.03796245902776718,1878.287109375,11.237999139016317,9.98028423180047,17.380181861422397,19.376905763828358,18.060099108454793,18.31607575452811,43.97384508712657
39,-582.5723266601562,62.248016357421875,-53.33139419555664,-16.68625259399414,-29.210657119750977,-6.421072959899902,-6.050692081451416,-7.182921409606934,-11.562907218933105,-6.338906288146973,-4.493156909942627,-10.272722244262695,-4.084120273590088,1.0,-1.8039031028747559,1.1012060642242432,-0.13451150059700012,-0.19107016921043396,0.16834492981433868,0.0377005860209465,-0.2839963734149933,0.3384118676185608,-0.22351333498954773,0.25408825278282166,-0.3184596598148346,0.29100650548934937,-0.10051437467336655,1922.200439453125,9.936409292978057,9.30352866141078,15.802324047152432,17.237839111056932,17.25586028970615,17.1968358059165,42.008548028346375
40,-553.6597900390625,52.82918167114258,-62.195091247558594,-26.282970428466797,-40.13859939575195,-4.193122386932373,-12.062060356140137,-2.5974254608154297,-12.09435749053955,-6.6981730461120605,-3.555851697921753,-0.9983323812484741,-2.439962863922119,1.0,-1.6724268198013306,0.9905264973640442,-0.4344829320907593,0.35935327410697937,-0.23616960644721985,0.2520415186882019,-0.2149694561958313,0.22342905402183533,-0.25325310230255127,0.289358526468277,-0.4130307734012604,0.38573765754699707,-0.09762919694185257,1923.26318359375,10.50475276074896,8.54913155065653,17.380509173038856,19.02004798358471,18.920301420923067,18.530566046437013,43.91374260964317
41,-598.1428833007812,62.627845764160156,-62.392173767089844,-18.9035701751709,-30.659616470336914,-7.24882698059082,-7.024550437927246,-5.153363227844238,-14.507572174072266,-8.073203086853027,-6.996270656585693,-2.165330410003662,-7.78735876083374,1.0,-1.4717097282409668,0.5585383772850037,-0.03691035509109497,0.21634094417095184,-0.21223337948322296,0.15573303401470184,-0.14829781651496887,0.1667708307504654,-0.12927313148975372,0.1707603931427002,-0.2656688392162323,0.23018673062324524,-0.03668580204248428,1986.556396484375,10.614706535814639,10.33130941709248,15.576662302447367,17.416421415026427,17.365972637587983,17.58296868084238,43.314310375386796
